Time,Pair,Price,Side,Pnl
2021-07-29 11:12:15.257435,USDT_BTC,40056.531251,Buy,0.0
2021-07-29 11:12:16.584179,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:12:19.107152,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:12:20.312097,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:12:21.418189,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:12:22.533896,USDT_BTC,40070.18174188,Sell,13.65049087999796
2021-07-29 11:12:22.539283,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:12:22.541823,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:12:22.542822,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:12:23.713527,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:12:58.988481,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:00.182303,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:01.257013,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:02.497272,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:03.636273,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:04.770747,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:05.872789,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:07.035562,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:08.203054,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:09.320654,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:10.548060,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:11.655235,USDT_BTC,40063.95202417,Buy,0.0
2021-07-29 11:13:54.691990,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.695077,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.697077,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.698075,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.700074,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.702073,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.703072,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.705071,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.707070,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.708070,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.710087,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:13:54.712067,USDT_BTC,40100.96216289,Sell,37.010138719997485
2021-07-29 11:14:44.179874,USDT_BTC,40072.18536611,Buy,0.0
2021-07-29 11:15:03.399203,USDT_BTC,40072.6853865,Buy,0.0
2021-07-29 11:15:09.568248,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:12.923215,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:15.569914,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:17.829721,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:20.127609,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:22.458880,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:25.306513,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:27.658653,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:29.929787,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:32.245685,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:34.639013,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:36.928637,USDT_BTC,40070.18174188,Buy,0.0
2021-07-29 11:15:39.274545,USDT_BTC,40070.18174188,Sell,-2.003624230004789
2021-07-29 11:15:39.290490,USDT_BTC,40070.18174188,Sell,-2.5036446200028877
2021-07-29 11:15:39.292488,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.293488,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.295486,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.296486,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.297485,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.299484,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.301483,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.302483,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.304482,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.305481,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.307480,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:15:39.308479,USDT_BTC,40070.18174188,Sell,0.0
2021-07-29 11:16:47.117958,USDT_BTC,40127.99355841,Buy,0.0
2021-07-29 11:16:49.334419,USDT_BTC,40127.99355841,Buy,0.0
2021-07-29 11:17:05.834766,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:05.843799,USDT_BTC,40113.17895276,Sell,-14.814605650004523
2021-07-29 11:17:05.847795,USDT_BTC,40113.17895276,Sell,-14.814605650004523
2021-07-29 11:17:07.987977,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:10.216458,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:12.558826,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:14.940340,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:17.275567,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:19.546586,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:22.064163,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:24.222532,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:26.498606,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:28.655920,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:30.713240,USDT_BTC,40113.17895276,Buy,0.0
2021-07-29 11:17:42.626036,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:42.633479,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.635477,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.637476,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.640490,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.642473,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.645472,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.647471,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.650469,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.652468,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.654467,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.656465,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:42.658464,USDT_BTC,40069.68128279,Sell,-43.49766996999824
2021-07-29 11:17:45.047848,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:47.268933,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:50.343601,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:52.708551,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:54.918254,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:57.166205,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:17:59.666956,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:18:01.963214,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:18:04.045018,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:18:06.174389,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:18:08.431521,USDT_BTC,40069.68128279,Buy,0.0
2021-07-29 11:18:13.809527,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.818717,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.819713,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.821712,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.823711,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.825710,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.826709,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.827708,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.828707,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.829717,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.830706,USDT_BTC,40073.03032903,Sell,3.3490462400004617
2021-07-29 11:18:13.831714,USDT_BTC,40073.03032903,Sell,3.3490462400004617
